ProductID;Date;Zip;Units;Revenue;City;State;District;Country;Category;Manufacturer;IsCompete;Product;Segment
396;1/1/2015;13440;1;10388.7;Rome, NY, USA;NY;District #01;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;77040;1;10388.7;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;77706;1;10388.7;Beaumont, TX, USA;TX;District #24;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;79110;1;10388.7;Amarillo, TX, USA;TX;District #21;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
564;1/1/2015;75601;1;11336.85;Longview, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-29;Convenience
396;1/1/2015;12225;1;10388.7;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;14304;1;10388.7;Niagara Falls, NY, USA;NY;District #06;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;75220;2;20777.4;Dallas, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
604;1/1/2015;12180;1;5540.85;Troy, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;12953;1;5540.85;Malone, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;76661;1;5540.85;Marlin, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;77024;1;5540.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
645;1/1/2015;76559;1;8473.5;Nolanville, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-10;Convenience
663;1/1/2015;12225;1;9185.4;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-28;Convenience
681;1/1/2015;11755;1;7783.65;Lake Grove, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-46;Convenience
681;1/1/2015;12838;1;7783.65;Hartford, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-46;Convenience
445;1/1/2015;12550;1;10092.6;Newburgh, NY, USA;NY;District #01;USA;Urban;VanArsdel;Y;Maximus UM-50;Moderation
604;1/1/2015;14075;1;5540.85;Hamburg, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
681;1/1/2015;13760;1;7783.65;Endicott, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-46;Convenience
445;1/1/2015;11746;1;10092.6;Huntington Station, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-50;Moderation
488;1/1/2015;75154;1;11844;Red Oak, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-93;Moderation
495;1/1/2015;77449;1;6930;Katy, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-00;Moderation
604;1/1/2015;75204;1;5540.85;Dallas, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;76131;1;5540.85;Fort Worth, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;77065;2;11081.7;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
580;1/1/2015;12210;1;8816.85;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-45;Convenience
596;1/1/2015;77708;1;9027.9;Beaumont, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
596;1/1/2015;77808;1;9027.9;Bryan, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
396;1/1/2015;75110;1;10388.7;Corsicana, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;78596;1;10388.7;Weslaco, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;79065;1;10388.7;Pampa, TX, USA;TX;District #21;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
530;1/1/2015;77598;1;7622.37;Webster, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UE-18;Extreme
580;1/1/2015;77831;1;9081.45;Bedias, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-45;Convenience
596;1/1/2015;75078;1;9027.9;Prosper, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
619;1/1/2015;77356;1;11336.85;Montgomery, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-84;Convenience
396;1/1/2015;75287;1;10388.7;Dallas, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;77478;1;10388.7;Sugar Land, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
596;1/1/2015;12866;1;9027.9;Saratoga Springs, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
596;1/1/2015;79065;1;9027.9;Pampa, TX, USA;TX;District #21;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
619;1/1/2015;77704;1;11336.85;Beaumont, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-84;Convenience
396;1/1/2015;78411;1;10388.7;Corpus Christi, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
596;1/1/2015;76309;1;9027.9;Wichita Falls, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-61;Convenience
687;1/1/2015;79029;1;5351.85;Dumas, TX, USA;TX;District #21;USA;Urban;VanArsdel;N;Maximus UC-52;Convenience
396;1/1/2015;11709;1;10388.7;Bayville, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
396;1/1/2015;76501;2;20777.4;Temple, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-01;Moderation
580;1/1/2015;76518;1;9081.45;Buckholts, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-45;Convenience
619;1/1/2015;76309;1;11336.85;Wichita Falls, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-84;Convenience
619;1/1/2015;78372;1;11336.85;Orange Grove, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-84;Convenience
443;1/1/2015;11426;1;9588.6;Bellerose, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-48;Moderation
443;1/1/2015;77845;1;9588.6;College Station, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-48;Moderation
445;1/1/2015;78233;1;10092.6;San Antonio, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-50;Moderation
604;1/1/2015;11746;1;5540.85;Huntington Station, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
604;1/1/2015;79904;1;5540.85;El Paso, TX, USA;TX;District #39;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
681;1/1/2015;14850;2;15567.3;Ithaca, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-46;Convenience
443;1/1/2015;79902;1;9588.6;El Paso, TX, USA;TX;District #39;USA;Urban;VanArsdel;Y;Maximus UM-48;Moderation
604;1/1/2015;76020;1;5540.85;Azle, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-69;Convenience
631;1/1/2015;78414;1;4154.85;Corpus Christi, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-96;Convenience
415;1/1/2015;77469;1;6142.5;Richmond, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-20;Moderation
433;1/1/2015;77532;1;9730.35;Crosby, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-38;Moderation
464;1/1/2015;12128;1;6930;Newtonville, NY, USA;NY;District #01;USA;Urban;VanArsdel;Y;Maximus UM-69;Moderation
499;1/1/2015;12594;1;10234.35;Wingdale, NY, USA;NY;District #02;USA;Urban;VanArsdel;Y;Maximus UM-04;Moderation
550;1/1/2015;75040;1;4847.85;Garland, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-15;Convenience
550;1/1/2015;75154;1;4847.85;Red Oak, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-15;Convenience
565;1/1/2015;12043;1;10076.85;Cobleskill, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-30;Convenience
565;1/1/2015;76230;1;10076.85;Bowie, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-30;Convenience
400;1/1/2015;76058;1;8271.9;Joshua, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-05;Moderation
415;1/1/2015;78520;1;6142.5;Brownsville, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-20;Moderation
433;1/1/2015;14505;1;9730.35;Marion, NY, USA;NY;District #06;USA;Urban;VanArsdel;Y;Maximus UM-38;Moderation
433;1/1/2015;77808;1;9730.35;Bryan, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-38;Moderation
499;1/1/2015;76401;1;10234.35;Stephenville, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-04;Moderation
565;1/1/2015;11050;1;10076.85;Port Washington, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-30;Convenience
631;1/1/2015;14904;1;4154.85;Elmira, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-96;Convenience
683;1/1/2015;14850;1;9739.8;Ithaca, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-48;Convenience
499;1/1/2015;13406;1;10234.35;Middleville, NY, USA;NY;District #01;USA;Urban;VanArsdel;Y;Maximus UM-04;Moderation
499;1/1/2015;14487;1;10234.35;Livonia, NY, USA;NY;District #06;USA;Urban;VanArsdel;Y;Maximus UM-04;Moderation
499;1/1/2015;79124;1;10234.35;Amarillo, TX, USA;TX;District #21;USA;Urban;VanArsdel;Y;Maximus UM-04;Moderation
550;1/1/2015;11385;1;4847.85;Ridgewood, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-15;Convenience
565;1/1/2015;10982;1;10076.85;Tallman, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-30;Convenience
574;1/1/2015;76103;1;10076.85;Fort Worth, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;77041;1;10076.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
606;1/1/2015;14522;1;3776.85;Palmyra, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-71;Convenience
609;1/1/2015;11040;1;9626.4;New Hyde Park, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;77089;1;9626.4;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;77904;1;9626.4;Victoria, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;78705;1;9626.4;Austin, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;79705;1;9626.4;Midland, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
658;1/1/2015;10305;1;10943.1;Staten Island, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
658;1/1/2015;14047;1;10943.1;Derby, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
658;1/1/2015;75220;1;10943.1;Dallas, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
676;1/1/2015;76051;1;9698.85;Grapevine, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77706;1;9698.85;Beaumont, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
559;1/1/2015;79102;1;7084.35;Amarillo, TX, USA;TX;District #21;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
574;1/1/2015;13140;1;10076.85;Port Byron, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;14618;1;10076.85;Rochester, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;75964;1;10076.85;Nacogdoches, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
609;1/1/2015;10305;1;9626.4;Staten Island, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;75835;1;9626.4;Crockett, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;76542;1;9626.4;Killeen, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;77369;1;9626.4;Rye, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;78768;1;9626.4;Austin, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;79922;1;9626.4;El Paso, TX, USA;TX;District #39;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
676;1/1/2015;14623;1;9698.85;Rochester, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77089;1;9698.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77510;1;9698.85;Santa Fe, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
475;1/1/2015;11385;1;11736.9;Ridgewood, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
475;1/1/2015;11561;1;11736.9;Long Beach, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
475;1/1/2015;11803;1;11380.95;Plainview, NY, USA;NY;District #03;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
475;1/1/2015;76114;1;11736.9;Fort Worth, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
574;1/1/2015;11576;1;10076.85;Roslyn, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
609;1/1/2015;13754;1;9626.4;Deposit, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;77566;1;9626.4;Lake Jackson, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
658;1/1/2015;77089;1;10943.1;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
676;1/1/2015;12550;1;9698.85;Newburgh, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77024;1;9698.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77041;1;9698.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
559;1/1/2015;14068;1;7084.35;Getzville, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
573;1/1/2015;12225;2;6734.7;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-38;Convenience
573;1/1/2015;76309;1;3367.35;Wichita Falls, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-38;Convenience
574;1/1/2015;10916;1;10076.85;Campbell Hall, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;11803;1;10076.85;Plainview, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;76058;1;10076.85;Joshua, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;77845;1;10076.85;College Station, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
606;1/1/2015;78411;1;3776.85;Corpus Christi, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-71;Convenience
609;1/1/2015;12542;1;9626.4;Marlboro, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;75023;1;9626.4;Plano, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
676;1/1/2015;14487;1;9698.85;Livonia, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;78258;1;9698.85;San Antonio, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
475;1/1/2015;76051;1;11736.9;Grapevine, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
559;1/1/2015;76051;1;7084.35;Grapevine, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
559;1/1/2015;77024;1;7084.35;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
573;1/1/2015;10305;1;3367.35;Staten Island, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-38;Convenience
573;1/1/2015;12549;1;3367.35;Montgomery, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-38;Convenience
574;1/1/2015;79606;1;10076.85;Abilene, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
606;1/1/2015;77808;1;3776.85;Bryan, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-71;Convenience
609;1/1/2015;11566;1;9626.4;Merrick, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;14468;1;9626.4;Hilton, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;14527;1;9626.4;Penn Yan, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;78733;1;9626.4;Austin, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
676;1/1/2015;14081;1;9698.85;Irving, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;78748;1;9698.85;Austin, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
475;1/1/2015;76708;1;11736.9;Waco, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
559;1/1/2015;14472;3;21253.05;Honeoye Falls, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
559;1/1/2015;78233;1;7084.35;San Antonio, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
574;1/1/2015;13905;1;10076.85;Binghamton, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
609;1/1/2015;11733;1;9626.4;East Setauket, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;14904;1;9626.4;Elmira, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;75181;1;9626.4;Mesquite, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;75601;1;9626.4;Longview, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;76051;1;9626.4;Grapevine, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;76262;1;9626.4;Roanoke, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
658;1/1/2015;77861;1;10943.1;Iola, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
676;1/1/2015;10546;1;9698.85;Millwood, NY, USA;NY;District #03;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77029;1;9698.85;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77904;1;9698.85;Victoria, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;79110;1;9698.85;Amarillo, TX, USA;TX;District #21;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
475;1/1/2015;75707;1;11736.9;Tyler, TX, USA;TX;District #24;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
475;1/1/2015;77515;1;11736.9;Angleton, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
574;1/1/2015;78414;1;10076.85;Corpus Christi, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
606;1/1/2015;12225;2;7553.7;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-71;Convenience
609;1/1/2015;14550;1;9626.4;Silver Springs, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;79606;1;9626.4;Abilene, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
658;1/1/2015;79022;1;10943.1;Dalhart, TX, USA;TX;District #21;USA;Urban;VanArsdel;N;Maximus UC-23;Convenience
676;1/1/2015;75701;1;9698.85;Tyler, TX, USA;TX;District #24;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;76712;1;9698.85;Woodway, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;77356;1;9698.85;Montgomery, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
676;1/1/2015;79606;1;9698.85;Abilene, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-41;Convenience
475;1/1/2015;75287;1;11736.9;Dallas, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
475;1/1/2015;77096;1;11736.9;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;Y;Maximus UM-80;Moderation
559;1/1/2015;77014;1;7084.35;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-24;Convenience
573;1/1/2015;13035;1;3367.35;Cazenovia, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-38;Convenience
574;1/1/2015;12225;1;10076.85;Albany, NY, USA;NY;District #01;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
574;1/1/2015;77488;1;10076.85;Wharton, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-39;Convenience
606;1/1/2015;76365;1;3776.85;Henrietta, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-71;Convenience
609;1/1/2015;14075;1;9626.4;Hamburg, NY, USA;NY;District #06;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;75040;1;9626.4;Garland, TX, USA;TX;District #22;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;76712;1;9626.4;Woodway, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
609;1/1/2015;77040;1;9626.4;Houston, TX, USA;TX;District #23;USA;Urban;VanArsdel;N;Maximus UC-74;Convenience
445;1/1/2015;75020;1;10092.6;Denison, TX, USA;TX;District #22;USA;Urban;VanArsdel;Y;Maximus UM-50;Moderation
